-9.465859331280685751e+01,6.905536148554867637e+00,-1.336650386787245459e+01,-2.682591824893399846e+01,1.503815300111764586e+01,-2.643652060687189476e+01,-3.989199127553601443e+01,-1.872723840695751107e+01,-3.361359663296383360e+01,1.245496883920458764e+01,1.107335893633543300e+01,-5.829883211036693780e+01,-4.730150907755950840e+01,-6.218481395278675450e+01
-3.297738960667003028e+01,-3.891915553702908426e+01,1.040691918908990488e+00,-8.453051996498352594e+00,7.693960059064384183e+00,-2.761910997313916027e+01,-2.960743826635316012e+01,-2.423403053588601352e+01,7.928712991694270684e+00,-8.061057039332233387e+01,-2.214319830647027132e+01,1.628145007020611246e+01,-1.956778659070818804e+01,1.953795266278935827e+01
2.591517082531083105e+01,-6.734807067262238434e-01,-1.506073115815935815e+01,-5.504541161373593638e+01,-4.036215805481183594e+01,-7.404498022386260914e+01,-5.499834045720756137e+01,-4.704108230667143431e+01,3.049592638507381182e+01,-4.477114171670505272e+01,-2.906938526514562682e+01,-2.851106637279553269e+00,-2.255818888513240594e+01,-1.927563638976582183e+01
-3.575835854390268054e+01,-4.231123650035814876e+01,3.276027903818452103e+00,-2.047601832654954279e+01,-1.837251720369582486e+01,-3.742122034676434339e+00,-1.932110849095878535e+01,-4.148450912827215120e+01,-1.902448829284745813e+01,-3.946192047297491001e+01,-2.149006408719079175e+01,5.266714118913938592e+00,1.269186318981887318e+01,-6.426378360091419495e+01
-3.660092382397216682e+01,-1.361697509931105010e+01,-4.910461171735267527e+01,-4.937316630361949876e+01,2.240667848233635517e+00,-7.351581812442263164e+00,-2.028120161884147876e+01,-2.598507793289684997e+01,-3.406146768663757030e+01,-1.420993429759266036e+01,-3.488594402832057995e+01,-5.677946500447663425e+01,-2.134830236071772802e+00,-2.452637426516747254e+01
-1.557046583855107436e+01,-4.410909677158944220e+01,-5.285039026248273331e+01,-1.348761759848962782e+01,-4.335453582190127975e+01,-2.080998159584112983e+01,-5.136451645023997514e+01,-1.137771299995245400e+01,-2.637576393457388590e+01,-2.832158483285198258e+01,-2.933316563595706583e+01,-5.120782795387017927e+01,-3.077736711630956279e+01,-3.196088447513696096e+01
-5.166781225313243908e-02,-3.843681728810359743e+01,-2.588346807360075985e+01,-5.336686875474514480e+00,-4.963553157654114756e-01,-3.497185161125695885e+01,2.401701836893844799e+01,2.361952765065366222e+00,-2.369471346173292403e+01,-2.451118895356775340e+01,9.218663346648359180e-02,3.430313413954349855e+00,-2.274376887716839946e+01,-2.940977571904323185e+01
-6.674239392694633466e+01,-5.052687652652828376e+01,-4.467949707601789555e+01,5.938997338193333420e+00,-1.811444952025604493e+01,-5.639881917067017270e+01,-5.399405435557162747e+01,-3.025457943874244648e+01,-4.267645236455997804e+01,-1.949753754723999322e+01,-1.323331099982375569e+01,-2.681593251823829860e+01,-1.183323667691266934e+01,-5.452101049507929176e+00
-5.497140573906618499e+01,-2.925021654702666041e+01,-1.781062152787091435e+01,-2.974631440417344308e+01,-2.865778411217513622e+01,2.092461973971834510e+01,-3.401789262334835229e+01,-1.139161266471290190e+01,-3.207084926535893032e+01,5.085366926786461406e+00,-1.640939787062816180e+01,-2.646833273769578199e+01,-1.546275462770642584e+01,-1.590629288913623007e+01
-2.147634667242266460e+01,-6.212678194262496234e+00,-2.772227319361368458e+01,-1.932240327157007798e+01,-2.896568131914544253e+01,-1.073722745736599649e+01,-6.548077725538359317e+00,-5.046193103266797664e+01,-2.788643362252608426e+01,-1.221868284377742953e+01,-1.445268280671784566e+01,-1.795148705676409051e+01,-3.001465633527353560e+01,-7.183199138874755363e+00
4.329269350958036000e-01,-6.077501944930526534e+00,-4.183955140729651134e+00,1.485229308705513418e+01,-3.494461650176951650e+01,1.607810906109963867e+01,-4.037598621756603734e+01,-4.097099127415619790e+01,-4.771177078209214528e+01,-1.448017950375053431e+01,8.683985995789115009e+00,-1.181156707458415411e+01,-2.400243319771702488e+01,-7.744087502933854061e+00
1.817502129159481683e+01,-2.059850202708307876e+01,-6.582342498873327230e+00,-1.558713299646604966e+01,-1.684072434748526348e+01,-2.172362116067775162e+01,-2.264818888255795315e+01,-1.964603864728987759e+01,-1.566753899498748837e+01,-3.431413837332007688e+01,-3.181687270480193064e+01,-7.706792460391599597e+00,-3.887698021817044491e+01,-4.983927511921025655e+01
-9.847193904277730780e+00,1.455271234376236933e+01,-3.541489276398017694e+01,-6.996772844763540888e+00,2.596310486134684226e+01,1.544891771792035051e+01,-5.765575622033111358e+00,3.734770786950598165e+00,-1.035473101099133864e+01,-2.611976496923347213e-01,-2.619059456853011625e+01,-2.591629127132544141e+01,-1.350922936232804261e+01,-1.094076823317756464e+01
-1.185570073790817958e+01,-3.400081900561096404e+01,-3.262326720095406785e+01,-2.883122531211577666e+01,-1.467676807183962495e+01,-4.359984396000097462e+00,-3.160295962590140206e+01,-8.722038188632744493e+00,-3.494549567414100721e+01,-1.601395299307315412e+01,-2.025618842935388031e+01,-1.578384695668619742e+01,-7.498995561281769362e+00,-3.184866491932724841e+01
