-2.148545088520805635e+01,-4.267558737955075543e+01,-6.049775969779141604e+01,-3.606567882188622320e+01,-3.927454306374698234e+01,-5.888068436984691800e+01,-3.901807327880599274e+01,-3.215395563686043801e+01,-2.078196380477248439e+01,-3.970070269688174847e+01,-5.070700017472837828e+01,-4.692968570009583118e+01,-5.691458741828722623e+01,-5.157665920124527759e+01,-5.369011231775002102e+01,-6.754170017108626212e+01
-2.954507962318020020e+01,-3.696617312206767991e+01,-7.535886143851772090e+01,-5.466691913802617364e+01,-4.699665591289871003e+01,-5.999764898789852907e+01,-3.713825046482475045e+01,-4.066577417372452885e+01,-3.950136513907897040e+01,-3.341280549055235838e+01,-6.620986063458735771e+01,-5.587475490738601991e+01,-6.406206940736760203e+01,-7.074505724654224537e+01,-5.094817141357582813e+01,-4.600929332778972025e+01
-6.099191914384510227e+01,-6.503561790952798560e+01,-6.590190490457274564e+01,-5.004135901806918696e+01,-6.510269766931685353e+01,-2.916394616215313462e+01,-4.503639380532150938e+01,-1.235749477223476234e+01,-2.750190938174794297e+01,-5.645938820102737310e+01,-7.784930352273363496e+01,-5.113110867215296196e+01,-4.158052725240196423e+01,-3.284155667682730950e+01,-5.407077253234995595e+01,-2.855092310619237139e+01
-3.471558513700857418e+01,-3.817809307113491002e+01,-6.485683628280648350e+01,-5.893046668783426156e+01,-4.801304472504406817e+01,-3.996794073034890715e+01,-6.141479073747982653e+01,-3.791655921156326059e+01,-7.015968200615920125e+01,-4.031832194860987784e+01,-3.149543035004730740e+01,-3.944455369229655872e+01,-3.093158317215583253e+01,-4.311898308855991502e+01,-5.218600850236951771e+01,-3.974488134292241170e+01
-4.961964626521302790e+01,-3.881385611065834951e+01,-2.380892458227517849e+01,-5.313727550853751325e+01,-6.391493398873514309e+01,-5.452890172690410964e+01,-6.817439919984364849e+01,-5.237807674795729440e+01,-6.723104558317272961e+01,-3.130941390218006148e+01,-3.412379665195535949e+01,-5.178914853953536124e+01,-3.473185070778641403e+01,-2.089100057087582485e+01,-7.289524135330016463e+01,-4.928120153801964420e+01
-1.503484500663979162e+01,-6.036301805227053308e+01,-5.684402912688810261e+01,-4.616757612353970330e+01,-6.658141091252794297e+01,-6.206812755430583906e+01,-8.185607831390787226e+01,-5.671910489792082188e+01,-4.113941674053736364e+01,-5.758019850502117265e+01,-4.334717281123232624e+01,-2.995076042581381870e+01,-6.188920262475409118e+01,-6.216600995936810392e+01,-4.072773023182726604e+01,-1.643581774823449848e+01
-8.085160227203311933e+01,-4.824079751713992437e+01,-4.621142469920293649e+01,-1.293199436486231946e+01,-5.344444310072756821e+01,-4.525991457167532417e+01,-4.807240354548017081e+01,-3.367557234694880464e+01,-6.251834329145999192e+01,-3.747710558245304924e+01,-3.730545219943316226e+01,-4.496942831705413823e+01,-4.714137891754609200e+01,-3.905479235544730443e+01,-8.726915181569684421e+01,-3.553780968384160133e+01
-5.910663009503526411e+01,-2.550833714477629854e+01,-8.162929889654261473e+00,-5.557209753048653056e+01,-5.509553558653914962e+01,-3.069146702263555326e+01,-5.878148486102490011e+01,-3.284036930655455677e+01,-5.329309643968145593e+01,-2.708290116750873366e+01,-6.741761389498810786e+01,-3.052642624574000152e+01,-4.854703602922190697e+01,-2.863057751035787390e+01,-7.738114456383965489e+01,-5.986972246489162330e+01
-5.662983735696245446e+01,-3.413921420467456613e+01,-4.381545658524244402e+01,-4.152995084198448694e+01,-3.788699401920668919e+01,-5.381404079906776161e+01,-4.915262096076167353e+01,-3.434756809610280470e+01,-3.117359929194761037e+01,-3.172232080974136181e+01,-5.731794493930062373e+01,-3.687522791497298158e+01,-3.112466709954293975e+01,-5.009853094149337238e+01,-2.741600217425416730e+01,-4.540369300380515227e+01
-4.669422449549450960e+01,-2.240332013987144677e+01,-7.505593462781612857e+01,-6.516963646039634739e+01,-4.552099999255339213e+01,-3.801992431211836276e+01,-2.400431162570344412e+01,-4.371069595924874562e+01,-5.442091472626598403e+01,-7.390627339149973807e+01,-5.699176530339110514e+01,-3.491999419159891715e+01,-4.862789755769953359e+01,-5.108758863767446456e+01,-8.263920712711066585e+01,-4.091577608460777071e+01
-5.878140908530264142e+01,-4.302341160130023212e+01,-2.993989516462426081e+01,-2.298712184857456009e+01,-6.455407332014303279e+01,-2.508848873840862836e+01,-4.259060304846254752e+01,-5.630194921566554456e+01,-4.550029945484704541e+01,-2.667382826151940378e+01,-4.547424566715501726e+01,-6.541226684386408863e+01,-4.183992778951891722e+01,-1.698253895294147853e+01,-4.586533947199109207e+01,-6.618384745095610810e+01
-5.453459870656988073e+01,-5.094005479093411992e+01,-4.068879588915515910e+01,-5.025005153345455255e+01,-5.803769401412143480e+01,-4.022509498657086624e+01,-2.351413427577553250e+01,-7.344603696952842142e+01,-6.556205607596973550e+01,-5.436132322792609983e+01,-5.896697683362637576e+01,-4.298993132893738789e+01,-6.100297123613744077e+01,-5.297955018643502001e+01,-5.027065191644713593e+01,-4.990259838500806211e+01
-1.955636680354383827e+01,-4.694267830600982450e+01,-3.619408956575975367e+01,-3.270209017378677885e+01,-2.914761552133533939e+01,-3.964145937547754528e+01,-4.753270987062797559e+01,-4.794635889358600878e+01,-6.009181245310706743e+01,-5.343958100285740898e+01,-3.564966382880991347e+01,-3.036856554935686248e+01,-4.139246926818300665e+01,-5.655307407916577489e+01,-6.177639223731173956e+01,-6.899821733929735501e+01
-4.088394855987342424e+01,-3.573004112519885922e+01,-7.017331352389936683e+01,-4.212190453251888300e+01,-3.981865710654167145e+01,-6.461063730984174924e+01,-6.840320829077360543e+01,-5.025822857824687162e+01,-6.564041235590885037e+01,-8.667745533034842254e+01,-6.263491173968740355e+01,-3.074937434221305210e+01,-3.705806849882223020e+01,-6.919930459373948395e+01,-4.415321699924864873e+01,-3.744944564971631706e+01
-3.502996150079681570e+01,-6.181785369284474996e+01,-6.904209798056928804e+00,-4.114390038553101903e+01,-2.917764210931701285e+01,-4.636898803560080751e+01,-4.353166172093930442e+01,-5.029241170106373460e+01,-3.080126856176869410e+01,-3.039587925900378806e+01,-3.054456059293012515e+01,-6.317279361604458643e+01,-4.164895419190488468e+01,-4.976181679443776318e+01,-4.695953311845649836e+01,-6.059009869578123642e+01
-2.191737261065783926e+01,-6.753683152376359544e+01,-3.653571786974897151e+01,-4.969324253136573333e+01,-3.895900905979262774e+01,-4.197798385338766991e+01,-5.668972480651309809e+01,-4.386635347055398171e+01,-4.376449243295491698e+01,-3.924927445845871432e+01,-3.138206519489583712e+01,-3.184437007465716007e+01,-1.903246645740948040e+01,-6.989420947792639538e+01,-6.073306561490464617e+01,-6.640732417020117850e+01
