-2.806625084878988474e+01,-1.430716047078558972e+01,-3.424139528344453964e+01,-4.249486258856890686e+01,-3.860309337784206463e+01,1.105755293827179742e-01,-2.536662818221083171e+01,-8.432788726702863613e+00,-1.569415411567124963e+01,-2.834191146926246674e+01,-6.653229342940765179e-01,1.189700558097159977e+01,-1.397453398705044414e+01,-2.070084386006089971e+01
-5.640032170766012598e+00,-5.789292305498212698e+01,-2.037691452883310461e+01,-4.118290883847467398e+01,-3.501015060851448624e+01,-3.391784139090380279e+01,-2.760729047673680370e+01,-2.425524153015759410e+01,-2.080432689867495100e+01,-4.707801777927562625e+01,-3.308514220745598067e+01,-2.277887079913200097e+01,-2.939130271032070851e+01,-2.489584970304154155e+01
2.968873829356297733e-01,1.142287399459841168e+01,-2.927325810794551586e+01,-4.261083025788639844e+00,-1.279293982245367722e+01,-1.741205091320900777e+01,-2.478617568322920306e+01,-3.398540870442742090e+01,-2.939814543188924745e+01,-2.720872460154727435e+01,-2.676339230362861343e+01,-2.031503979649794900e+01,-1.452582323558770661e+01,-9.865632525168981815e+00
8.085798584208468753e+00,-8.731906814616156254e+00,-2.177851330133370311e+01,-2.106869370337227210e+01,-1.775057321222339368e+01,-3.396194639937120741e+01,-4.432895847101804065e+00,-5.040712452567838397e+00,-3.476964693426531028e+01,-3.919659982315749147e+01,-1.162103108230095216e+01,-3.449658326581062084e+00,-9.211790065706274788e+00,-1.786409659917491410e+01
3.223928704230137043e+01,1.452779589762842960e+01,4.899744178770227165e+00,1.493747759817327392e+01,-2.256678951987113635e+01,-2.798652899565054852e+01,-9.233000121290711348e+00,-1.270854373419644645e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,-3.081851434461785999e+01,-4.176309208543143825e+01,-4.995010583650966396e+01,-5.070261421155110781e+01,-7.892678727345844436e+01,-6.611881885279612447e+01,-1.308113015743291214e+02,-1.352621165769459424e+02
-4.586009228260212467e+01,-5.677170479174057505e+01,-5.308915706077213770e+01,-3.308760544231193279e+01,-4.152105790909490679e+01,-1.989380058262246820e+01,-1.709520641329524082e+01,-1.482396338721899198e+01,-4.160166179276417608e+01,-2.995150915713742634e+01,-4.222449743860650528e+01,-1.972405720523707373e+01,-6.028544411245400170e+01,-4.372507396557178083e+01
-4.987441760396424684e+01,-6.792830698060140548e+01,-3.793795855386210292e+01,-5.966217591917050811e+01,-4.153285842686936036e+01,-3.052226224704059376e+01,-1.972235716954002882e+01,-2.712488632675151479e+01,-2.989033090670259085e+01,-2.463527207254443141e+01,-3.047804943374325148e+01,-5.319738086479807038e+01,-5.193151298824154338e+01,-5.530675262734730779e+01
