1.077061804302892334e-01,2.908981305890298241e+00,1.069714233127514191e+01,2.619732627112485801e+01,4.772025306997841199e+01,5.430865184740775931e+01,3.958975286101489388e+01,2.412101577797778162e+01,1.387465002323677865e+01,8.867692670330008298e+00,1.064387218253034817e+01,1.303895931927988627e+01,1.444284467322104248e+01,1.929994169194185716e+01,2.236476026159167674e+01,2.523730501967224171e+01,2.560608590121960759e+01,2.902918139304554757e+01,3.479131453878776625e+01,4.104527279879156509e+01
-7.698077198569919233e-02,2.426905320864400917e+00,9.365709534502769884e+00,2.620887881600299352e+01,4.141036425284872990e+01,4.446873791948014798e+01,3.646344626055120841e+01,1.943740789349585540e+01,9.245007061301954820e+00,7.530100288747748394e+00,9.161585961365133812e+00,1.082944570027729192e+01,1.087528022093788138e+01,1.585643709934686996e+01,1.957295728764212228e+01,1.881332424380619273e+01,2.584328378551296623e+01,2.620486393073985454e+01,2.933284868606390816e+01,3.541665611072892972e+01
-3.799658897607858243e-01,1.223669836063939531e+00,6.657731610251229171e+00,2.148072033490569410e+01,3.503079322683628050e+01,4.370188410523335421e+01,3.177142992005490996e+01,1.454334435199161746e+01,7.529556084392801552e+00,6.076450455120367522e+00,6.627247110699967081e+00,7.016342621915292455e+00,9.048625406679098759e+00,1.132066129877809679e+01,1.540842782148973100e+01,1.644526842572554770e+01,2.193745957389185008e+01,2.359044287393536266e+01,2.632459521702863370e+01,3.087744498523013803e+01
-1.379222849402550466e-01,3.898161487500666489e-01,3.372332651655935987e+00,1.311131973466276257e+01,2.071726487041929587e+01,2.776561862278505544e+01,nan,9.683653393335074355e+00,4.122578113792975785e+00,2.785760809793610182e+00,4.419424641420761191e+00,5.517584871226794974e+00,8.695301905898469741e+00,1.048266976734181100e+01,1.297610311207308165e+01,1.587096267279084572e+01,1.686730074243144983e+01,1.993962451997735386e+01,2.274892625578058514e+01,2.398841794159391227e+01
-3.855467604263149717e-01,-8.781918562778052717e-01,3.861376211359557331e-02,2.892128898120331915e+00,7.657500066110696224e+00,9.088185472201676163e+00,5.019907892455497844e+00,1.934027411446926248e+00,2.644637504888853741e-01,6.156424831856988078e-01,1.565854953752886747e+00,4.458658653919686188e+00,6.272394314542843574e+00,8.677984598045256348e+00,1.026705618593174130e+01,1.400860697757117279e+01,1.502020199161054848e+01,1.916279085533402338e+01,2.142463217058365998e+01,2.263471515705952086e+01
-1.874876670601937079e-01,-2.506896912452708737e+00,-4.846742533147878618e+00,-7.116532485628351168e+00,-1.003822871369884417e+01,-1.121632670036697021e+01,-8.914168657488943381e+00,-6.148778874589732268e+00,-3.906816099341530624e+00,-1.737095413592447679e+00,4.834269686101166918e-01,3.152281191905845770e+00,4.447930045201896831e+00,7.744219838036183745e+00,9.277960417333327214e+00,1.253259017196078595e+01,1.195886222796542597e+01,1.651030465246290646e+01,1.721989398968348084e+01,1.659899525193741354e+01
4.181621618397080020e-01,-4.751289339266927314e+00,-1.151830382025981159e+01,-1.912049956141557061e+01,-2.854913416749363364e+01,-3.072264692371187422e+01,-2.458890441077077682e+01,-1.484866293070782994e+01,-8.729425841045065582e+00,-4.405727388897101804e+00,-4.604410127593783209e-01,2.852508019310756371e+00,6.468853772343248210e+00,9.988712240213990512e+00,1.141079584132247504e+01,1.414679662138155436e+01,1.500894034447775027e+01,1.553055086463401935e+01,1.412773505689177966e+01,1.287303400383019181e+01
7.558119128705982348e-01,-8.079683937974053265e+00,-1.915217679324205236e+01,-3.840668232486691380e+01,-5.499038351936791003e+01,-5.318841618188546505e+01,-4.384788067978150394e+01,-3.119189071726912843e+01,-1.540050346105602230e+01,-7.688503243235778939e+00,-8.050486586837646286e-02,6.808492688378054325e+00,1.041338079777659864e+01,1.619997593908549050e+01,1.990371003406430717e+01,2.142980132134902505e+01,2.005331349646009542e+01,1.657399842784243305e+01,1.340458465146495826e+01,1.108764628304007083e+01
2.181915869379994266e+00,-1.287336984379396654e+01,-3.056948610318379522e+01,-5.937498743512396260e+01,-7.950842528644500362e+01,-8.383845868532385737e+01,-7.014667188814686938e+01,-4.747666801821473115e+01,-2.446354672760601900e+01,-1.212743376765637393e+01,2.051588741869065036e+00,1.517028687716052815e+01,2.146591677028824208e+01,2.801145182432588499e+01,3.225874043995543872e+01,3.740136983463627018e+01,3.060798482697120093e+01,2.721021458487367894e+01,1.848324157774069221e+01,8.245051723440228741e+00
4.015929796506744864e+00,-1.891642820894732324e+01,-4.274383590580797687e+01,-7.057015058189368517e+01,-8.881841004634073045e+01,-9.700263406520585363e+01,-9.477823537506587570e+01,-6.383327849556039268e+01,-3.510778046850186485e+01,-1.519486919475895448e+01,4.023294573825445752e+00,2.354117502617658175e+01,3.602320728555000073e+01,5.051462287426107878e+01,5.263668292958183059e+01,4.724440904108677586e+01,4.119034295237228349e+01,3.211784009709867149e+01,2.175446027529400794e+01,4.828861225927759904e+00
5.216792135337286140e+00,-1.649959654164145206e+01,-4.033259272919598004e+01,-6.437196589851312467e+01,-8.901166747658669465e+01,-9.568306528941100453e+01,-8.716757891333629971e+01,-5.995812519538092289e+01,-3.287514830223649653e+01,-1.423450268954237963e+01,4.687629172248973575e+00,2.296325343328646085e+01,3.837864093326299297e+01,4.423951422158699387e+01,4.659926959222738674e+01,4.853660939783500083e+01,4.264050979491862137e+01,3.082354056481784355e+01,1.690523138244280688e+01,2.227378510559215652e+00
9.075491133355395590e+00,-7.708075423126125258e+00,-2.575052000906887173e+01,-4.760541212322558380e+01,-6.818543209152942097e+01,-8.041112089258946583e+01,-5.923692079403891597e+01,-3.930413256917442055e+01,-2.575543634254859882e+01,-1.156474340185599914e+01,1.767271515659297076e+00,1.310093869182254522e+01,2.065524356489135371e+01,3.072742267955092288e+01,3.223971660192292177e+01,2.851143537787587334e+01,2.705938562714756657e+01,1.833320435914588487e+01,1.285166810042635888e+01,1.257874937827956785e+00
