-4.980239864313817932e-02,3.289926231629140663e+00,1.083802987064787082e+01,2.957311130243902753e+01,4.794800406126442738e+01,5.300329567570759792e+01,3.761118446946857574e+01,2.379180719576041625e+01,1.114007489424628616e+01,9.767398763707564768e+00,9.852118072016388339e+00,1.203801104052402948e+01,1.373163431025735548e+01,1.878409645474107847e+01,2.258875184798244362e+01,2.388276753536555574e+01,2.537191023418531444e+01,3.057177420570042514e+01,3.389733996595850840e+01,4.128558657525879028e+01
1.388511851925322560e-01,2.690435846679664511e+00,1.094441326265125092e+01,2.539691293739866396e+01,4.793068507171938819e+01,4.591470901947412386e+01,4.107881880204190139e+01,1.870206016680320715e+01,1.002925336341504980e+01,7.771618966218179381e+00,8.047536630653924661e+00,1.134791847722029878e+01,1.244922629419563442e+01,1.721705688527344691e+01,1.907748043403954696e+01,2.013805285646280652e+01,2.539235841548972061e+01,2.644187950923804920e+01,3.371611651708068536e+01,3.772210491262561050e+01
-1.855317010193777705e-01,2.641398250382749335e+00,9.088667262434089622e+00,2.238923690109994169e+01,4.650770246452521661e+01,4.391883646487477222e+01,3.631919897651363272e+01,1.839964393425485056e+01,9.877358578076650630e+00,6.706858277963375414e+00,7.326447465397423642e+00,9.740090386518598820e+00,1.220370880945076841e+01,1.362111330744401627e+01,1.704274264247949944e+01,2.204906494292609764e+01,2.111646888012786150e+01,2.720104818485876308e+01,2.732113710249348770e+01,3.157163353163753428e+01
-2.339602118380548212e-01,1.677684945741959144e+00,9.151561257405125716e+00,2.202498914245445150e+01,3.900557207792139991e+01,3.848548076730385503e+01,2.847776367026618871e+01,1.522650954401922263e+01,7.454751448969155092e+00,6.402993137090151166e+00,7.157672603402671641e+00,8.539716279634337326e+00,9.764185288476216584e+00,1.277811827359981045e+01,1.391647840740456843e+01,1.993071759463940040e+01,1.913595327505376886e+01,2.525526622290067991e+01,2.740372381199484764e+01,3.376284440053358793e+01
3.003490144979092946e-02,1.690860921609423695e+00,7.215460941824714425e+00,1.921508050873048745e+01,2.870579156913230889e+01,3.494395761642610410e+01,2.583269981362487400e+01,1.342662135040333027e+01,6.379070952812609718e+00,4.857664000107819291e+00,5.826930130186880774e+00,6.915322852515517482e+00,8.993841287706047183e+00,1.066193534212908745e+01,1.355663372768328401e+01,1.778234667093312282e+01,2.057460650031877236e+01,2.357620248862941281e+01,2.411934953196218245e+01,3.089730240950614260e+01
-5.370790499970778953e-02,8.230559986171264164e-01,4.192074791194045247e+00,1.275860918301942526e+01,2.629353172239519765e+01,2.735806501690008830e+01,1.853238911935245170e+01,9.845126870075278092e+00,4.910521253428033361e+00,3.009296506688034167e+00,3.679526132172084463e+00,5.365223490870643985e+00,8.329665381686522707e+00,9.018735299386250404e+00,1.232152718103557554e+01,1.628942405879069710e+01,1.729966949215504712e+01,1.874375422718601669e+01,2.603663576479592834e+01,2.939065092597023821e+01
-2.235365993688995800e-01,-4.107397175281501944e-02,2.627064547364506897e+00,9.210427693006641547e+00,1.469223145726313007e+01,1.712587489560028331e+01,1.413084025859444637e+01,5.761082724840257185e+00,2.924158331618209150e+00,2.509233714879732791e+00,3.661543703193674393e+00,4.864732213659786808e+00,6.731209069252461319e+00,8.689464450973730436e+00,1.279351252807062522e+01,1.222277822330009300e+01,1.717323262719062527e+01,1.817632302880869233e+01,2.123814018988176144e+01,2.544583916937177293e+01
-3.618293655092847949e-01,-8.251583154462476255e-01,-3.412192081424327839e-01,2.630870946429995971e+00,8.283814011717465675e+00,8.373501890446977569e+00,6.046671122193075121e+00,1.455782062391778542e+00,4.874108927192724039e-01,7.848645185139742075e-01,2.337535890786644810e+00,4.438001314624941074e+00,5.736540055349550471e+00,7.235505067448501748e+00,1.066911781566091122e+01,1.310858461717826096e+01,1.587659442641747631e+01,1.664060409029059784e+01,2.125400608296973815e+01,2.285459931229905095e+01
-4.606598990427319684e-01,-1.781916977325419982e+00,-2.748284668919164897e+00,-2.888030336462085401e+00,-2.367265192136306595e+00,-2.177166375367781015e+00,-2.573804481287450763e+00,-2.755191666373020265e+00,-2.052328975572160985e+00,-8.444023212716664784e-01,7.834286430657413369e-01,3.481823795490018636e+00,4.862017650808239111e+00,6.937812507938339479e+00,9.984915334439691037e+00,1.056794053304365733e+01,1.518797248317881809e+01,1.476637355786853334e+01,1.650156139405536138e+01,1.800305980797507743e+01
-3.629181445464313427e-02,-2.786782389590316988e+00,-5.424621646269542019e+00,-9.676698581223751816e+00,-1.164986327740659711e+01,-1.250476384326663570e+01,-1.124467409818661423e+01,-7.474599411697203877e+00,-4.753040430707672570e+00,-2.169699834576910735e+00,6.809433120571783959e-02,2.294792022779719165e+00,4.288608505999937037e+00,7.031559622419029765e+00,9.970081373094533461e+00,1.216104478312998616e+01,1.402149475113970922e+01,1.641873667352196975e+01,1.764540025650995858e+01,1.907699502271150038e+01
1.502912740931527935e-02,-3.887133706006789868e+00,-9.310349141088121172e+00,-1.724551321886186628e+01,-2.332738409132928936e+01,-2.390715651421568921e+01,nan,-1.300308666470090913e+01,-7.645762351615960739e+00,-3.691763169810462930e+00,-3.809713914218666453e-01,2.964099189786502553e+00,5.505264409381842583e+00,8.871687453886362817e+00,9.499641908864296269e+00,1.255638943271364205e+01,1.378849857153424452e+01,1.535653790634382787e+01,1.426348292832094700e+01,1.750068921037737724e+01
