-1.893343826162426424e+01,-4.397218273040682135e+01,-3.071701752033541055e+01,-2.815626961844167297e+01,-3.324359097110825445e+01,-4.282828965647671282e+01,-4.433162989365046514e+01,-3.211350635368314954e+01,-6.503538245756412550e+01,-1.875158785867703770e+01,-4.645824805991382078e+01
-2.767596573211313427e+01,-6.059083977348272043e+01,-4.047066803720321104e+01,-6.499134895807560497e+01,-5.148279888884687239e+01,-5.706978415258460302e+01,-3.823316824355654120e+01,-3.658765357544720587e+01,-1.957212816196339134e+00,-4.346046600797829740e+01,-3.266484727828950696e+01
-7.063861069696169181e+01,-4.279770318566328768e+01,-3.425677209999148687e+01,-4.628444443391198604e+01,-6.858166838433811563e+01,-2.832904271268406404e+01,-2.965257817345737834e+01,-5.472133975479280821e+01,-4.663846086662271517e+01,-3.050528047703028989e+01,-4.279285235140288535e+01
-2.498990698290458923e+01,-4.767317671615469976e+01,-5.156418545107602114e+01,-6.536301468214645638e+01,-3.671521702710990809e+01,-5.984681140048168402e+01,-2.945823888989585981e+01,-4.915520074496559744e+01,-5.108289157249546264e+01,-3.874563120308534536e+01,-4.640295001232226468e+01
-5.038320986633374332e+01,-5.673979579281408547e+01,-4.033284534039998448e+01,-3.800651795587155135e+01,-4.869088843748770046e+01,-4.747821358558565663e+01,-6.239883193979232345e+01,-7.485442881800568671e+01,-4.636944712268490321e+01,-3.788536207231758368e+01,-3.376182791730013832e+01
-1.978643860643043340e+01,-6.878139533368685221e+00,-5.191811840631929442e+01,-5.920010693898896648e+01,-2.236458776341043375e+01,-5.388755049277255438e+01,-6.268517858754616157e+01,-4.682783029419165644e+01,-3.855323970605135742e+01,-5.928271839279582878e+01,-4.237615075331382997e+01
-4.916089258780984039e+01,-7.241229592294159545e+01,-4.962611473561016595e+01,-4.010916859600824580e+01,-3.731349456548655041e+01,-4.833039973891112595e+01,-7.109729567973940334e+01,-5.548224985635805950e+01,-3.185441634351064266e+01,-6.432219381428677707e+01,-6.134976296204270341e+01
-3.416942203755360197e+01,-3.353201973574846306e+01,-2.657450018828212990e+01,-5.232641311223699887e+01,-4.486744232126463316e+01,-4.236009040488824695e+01,-3.547404750672896512e+01,-2.871400220483999632e+01,-3.897148434734421585e+01,-3.746784785655897565e+01,-6.268103752883557434e+01
-3.381271436984467016e+01,-5.564557951857224083e+01,-3.768594237170438532e+01,-4.284822809621466178e+01,-1.839160336862865464e+01,-5.159070901265098286e+01,-5.337066917165069668e+01,-4.219908512760491703e+01,-1.787921156862168459e+01,-4.265419854121828536e+01,-3.084208097083350708e+01
-5.339428873721411861e+01,-5.294225924639351888e+01,-3.623538874119061859e+01,-5.564755925289102123e+00,-6.644195141084895795e+01,-6.288925506158644652e+01,-2.653843450771826440e+01,-4.182679102468921428e+01,-7.519711577223414167e+01,-5.849049614145916820e+01,-3.511117643458184290e+01
-4.303012497283546622e+01,-4.621018525144435074e+01,-1.844798117236296520e+01,-2.851340281023735557e+01,-6.264986186081667796e+01,-2.662843747778688552e+01,-6.323001267079646937e+01,-2.088991210167899837e+01,-2.482954992436542341e+01,-7.699982194322188889e+01,-4.815024595916934658e+01
