-3.831372395228162198e+00,-3.064278859207397687e+01,-3.260367967196042827e+01,-2.091811038021931424e+01,-1.891644219422208195e+01,5.515388666038713694e+00,-1.816711854679651594e+01,-3.408028509283327878e+01,-2.321103696101900482e+01,-1.188103895194844384e+01,-2.146468583161446730e+01
-1.929279931735265663e+01,-4.133072620575174483e+01,-1.758978993558780957e+00,-1.361987180522450380e+01,-8.050526772133991926e+00,-1.209138901124232390e+01,-2.870929146196129977e+01,7.946629054352744248e+00,-7.490931966484531301e+00,-3.712726189704710578e+01,-3.528722763781721738e+01
-5.051702952569513627e+00,9.277077397711181561e+00,-1.024942850112808301e+01,-2.913977544716258805e+00,-4.105884458627325984e+00,-2.530971009804564531e+01,-2.378504104351899429e+01,-3.826149650252222756e+01,-2.908164300277147163e+01,1.270268782638504845e+01,-2.564293011474305928e+01
3.444452750985765732e+01,1.970543990655713174e+01,2.314293170512382147e+01,4.456795937244208972e-01,8.197770116298706000e-01,-1.464979690168733484e+01,-1.267374687518864285e+01,-1.096965660611265569e+01,-2.039336673963079249e+01,-3.076691734310220738e+01,-2.277328384960295438e+01
-6.373573661095324638e+00,2.361054272624635075e+00,2.721402729585768299e+01,1.975138165121619238e+01,-2.479623963261243347e+01,-4.336296277126973564e+01,-1.739053254076979016e+01,-5.990692995990666248e+01,-6.560290059292019293e+01,-7.608932249250557334e+01,-7.864779536850323893e+01
9.991458918579816384e+00,1.332032721843260958e+01,2.624464234317811062e+01,1.947709728823787145e+01,-3.534053060692329495e+00,1.047350420045929908e+01,-4.449110788909818126e+01,-2.094492402907350481e+01,-4.482551550013607766e+01,-8.491529143144221337e+01,-6.947966540800752000e+01
-9.654501313214467473e-01,3.234165650380209200e+00,1.996302578995761934e+01,-2.948488942229850807e+00,-1.962716945385387746e+01,-1.630587059923673010e+01,-5.017109418896823314e+01,-5.263554425561370209e+01,-9.317714779238245626e+01,-1.376905066816770500e+02,-1.486303086585324991e+02
-3.161806400813411244e+01,-2.804149350188674106e+01,-1.946396511231426274e+01,-1.613459905768633718e+01,-1.824408745518031338e+01,-1.474032973422600001e+01,-6.034957233799790544e+01,-5.236845535865819556e+01,-1.082538944331220137e+02,-1.850556283573154133e+02,-1.916240059203508963e+02
-6.244928042568854920e+01,-4.398603997226026507e+01,-4.846191717749940864e+01,-8.407265034361893541e+00,-2.343166976414416780e+01,-2.930391766770111417e+01,-3.486511266060774972e+01,-5.272019380064929805e+01,-5.850409611927450726e+01,-1.024333875310788073e+02,-1.152114158801187216e+02
-6.314015478826227934e+01,-5.584078190918204143e+01,-3.673723318711828512e+01,-2.175428401952511592e+01,-2.516418110531584418e+01,-2.589503862030833403e+01,-2.039799965927778658e+01,-1.488915261154690839e+01,-3.777215507108202530e+01,-3.708726522889217847e+01,-4.702498473594593520e+01
-4.805019241767421789e+01,-2.229912899246621905e+01,-4.133488949205773366e+01,-4.087984202984063131e+01,-3.188338316997561606e+01,-2.884365092931895092e+01,-3.977877077666342132e+01,-2.221539708125879287e+01,-3.757551538868679586e+01,-3.956649218447775240e+01,-3.249553460160727525e+01
