2.747542360105679343e-02,3.129862150410799709e-02,3.044084790053463649e-02,3.025174793170374785e-02,2.556970310362393847e-02,2.558704568912334096e-02,2.640659261701379726e-02,2.952293357338006685e-02,3.044194797966635196e-02,3.872715862793443126e-02,5.230998922134184881e-02,5.432310103345398822e-02,8.182027814383653619e-02,8.789374643174049928e-02,1.068229867384102860e-01,1.337818024727295829e-01,1.589973309326653816e-01,2.143812953758865436e-01,2.264176454287816775e-01,2.643678690146762378e-01,3.278354539993721950e-01,3.607346447335910700e-01,4.132998227461731067e-01,4.127774640121205652e-01,4.187733607423529403e-01,5.323789067397035613e-01,5.165635457885643378e-01,5.070747975021445697e-01,6.040648863245690059e-01,6.041050310010108726e-01,6.675704345957060859e-01,7.391699865102077105e-01,7.329383253229961870e-01,8.092058357692697435e-01,8.390425442271608469e-01,8.546835983044942520e-01,9.006813475231848498e-01,8.969118545286360877e-01,1.112330173817057011e+00,1.030125730906474635e+00
5.608564155735648593e-02,5.055584570415560391e-02,4.641207779011145146e-02,4.120044218682317877e-02,3.106861045121191850e-02,2.254646397412133491e-02,1.319535375139758646e-02,1.913590413427398171e-03,-1.305536855147898870e-02,-3.439858960240742974e-02,-7.024409541043667715e-02,-1.082619074732992792e-01,-1.064546576488369090e-01,-9.363880301633581427e-02,-2.786959031918097643e-02,3.790361125622047911e-02,1.006789754149817612e-01,1.512397796402911720e-01,1.868464325740314680e-01,2.351935371037816858e-01,2.553083751793791545e-01,3.372336003115112835e-01,3.333564452768524866e-01,4.327350186599213111e-01,4.095590040872041926e-01,5.053762998736447409e-01,5.279647277821573059e-01,4.808503405210764470e-01,5.700633744246252910e-01,5.419775824864443425e-01,6.109560959366592270e-01,6.591123690319687922e-01,6.417949333450864158e-01,6.914134116839698585e-01,6.909031740184140569e-01,7.145793779206790486e-01,6.586216978589902737e-01,7.417050142632939380e-01,8.314728084853868495e-01,9.794205555555431930e-01
1.010415492711399382e-01,8.737856980732319756e-02,8.986333991650945208e-02,6.173755832134358856e-02,4.459244549562371707e-02,2.817287127344987249e-02,1.094659745039737366e-03,-2.985519568140426391e-02,-6.954114488612828104e-02,-1.326829331685037416e-01,-2.184036834061076071e-01,-2.789876204089364320e-01,-3.288958532524082212e-01,-2.807247301421066932e-01,-1.826227287803697530e-01,-7.489504626314053004e-02,2.079320996273820860e-02,8.768532730965444832e-02,1.553989196808792383e-01,2.258363307770218098e-01,2.904295700684940695e-01,3.063040518610801177e-01,3.866889977842707937e-01,4.040590098380780204e-01,4.294240454470767965e-01,4.531572264660770899e-01,4.622038419601757764e-01,5.682059829955594665e-01,5.671678362742968993e-01,5.997381857419372686e-01,6.043843682647469517e-01,5.812206724688975257e-01,6.227453594676702897e-01,5.414005494968584520e-01,5.299843185423824821e-01,4.581694347838785597e-01,4.799277257059011426e-01,4.784311316964121596e-01,6.488285314408470672e-01,7.558922488911670179e-01
2.070049630393473450e-01,1.870747428488032937e-01,1.616108977137073743e-01,1.239144142426909789e-01,8.478719100474982340e-02,4.335541910757360201e-02,-6.227501759300761025e-03,-6.645139334279701049e-02,-1.265732215625516854e-01,-2.189024121197944150e-01,-3.898075808162381195e-01,-4.402693012533310246e-01,-6.045178000483382164e-01,-4.982616259120138391e-01,-4.053828058001863188e-01,-2.039312716611097753e-01,-8.609486237421845600e-02,2.874407159236633605e-02,1.206110416362446841e-01,2.082986873461093458e-01,2.692273247212084164e-01,3.559872351825350001e-01,4.243815271305318992e-01,4.731515150893991217e-01,5.005601915614820152e-01,5.811224496716153043e-01,5.193471805112908068e-01,5.354762654312957837e-01,6.053252271866822465e-01,5.918431381326161311e-01,5.073349648310128135e-01,5.034679241150172846e-01,4.868897805826161163e-01,4.279859761072273838e-01,3.803224141150230997e-01,2.871132059476536602e-01,1.997158509995020370e-01,2.119895575333598514e-01,3.654823232641857822e-01,5.450019746856911151e-01
3.384680942843597551e-01,3.481970690875880181e-01,3.166651866281441352e-01,2.502878681237516445e-01,1.720892758193471594e-01,7.813595297663773753e-02,-1.003491091759848956e-02,-1.163830036978681925e-01,-2.126004708358952278e-01,-3.721694160623208458e-01,-5.668148031158630751e-01,-6.996389146980644957e-01,-7.395997663984076320e-01,-7.841889260710862564e-01,-6.210090999508479648e-01,-3.763346556609581950e-01,-2.162687570149605665e-01,-5.740364439484163528e-02,7.693447607195096072e-02,2.046603495771400494e-01,3.188912993315971556e-01,4.356920115870960286e-01,4.845865874078512658e-01,5.583166196422874039e-01,6.258755594119610466e-01,6.128778230413719497e-01,6.849780298938484835e-01,6.896725752071053428e-01,6.361399029159274798e-01,6.113668119123696343e-01,5.807545748069977698e-01,4.684360917135904634e-01,3.607376238730880535e-01,3.070910329268087269e-01,1.953093262510729733e-01,4.132730927999477694e-02,-7.608180340830869581e-02,-6.130222780486999784e-02,9.886164042443525146e-02,3.503739377705107905e-01
5.265555260887233580e-01,4.762312447879124000e-01,4.767440714468043073e-01,3.732295015545416539e-01,2.386440825324049608e-01,1.335822005902784215e-01,-9.104357472851480615e-03,-1.667620964550673990e-01,-3.495549665091214342e-01,-5.273651095970804947e-01,-7.048076341908232623e-01,-9.610356621974194269e-01,-1.012495066929931964e+00,-1.091553842895439219e+00,-8.134717972824903054e-01,-5.257345159606032770e-01,-3.552948498580263403e-01,-1.354983419629690045e-01,3.745157185806077815e-02,2.122181901879390542e-01,3.891244498227609538e-01,5.401732030020337527e-01,5.639062426097130043e-01,7.542900661950598939e-01,8.085059129810853173e-01,7.636755360319091857e-01,8.433228732322828325e-01,8.001782431104030868e-01,7.242691950977885318e-01,6.142626351349687042e-01,5.333129659095678932e-01,4.238763332941480888e-01,2.679072497815495613e-01,1.501203378795302745e-01,-1.316366230141168686e-02,-1.916668588560907771e-01,-3.652847406728225721e-01,-3.432171419061855744e-01,-1.611929678001587651e-01,1.056770787249723398e-01
6.156729678743505518e-01,6.170931096940257543e-01,4.776280011499474676e-01,4.597687083688788423e-01,2.761530647057993115e-01,1.637373841792343909e-01,-8.455476402674279301e-03,-1.930167773252112196e-01,-3.519194606345483201e-01,-5.724513180951169566e-01,-7.792622062245782022e-01,-1.124570718841609640e+00,-1.078424233876492888e+00,-1.063821776181237855e+00,-8.668047932037178382e-01,-6.990770752304736879e-01,-3.709247984901069550e-01,-1.920796370240460960e-01,9.854256156220318405e-03,2.075420612662848829e-01,3.541218534037194887e-01,5.103874993747216093e-01,7.206731638688594899e-01,7.245741933898606213e-01,8.342326407650076936e-01,9.026687350916536845e-01,8.216156188297509821e-01,7.213118684626150801e-01,6.869857279026392316e-01,5.806065893782845766e-01,4.624821418720779231e-01,3.765075238954452841e-01,2.229043237037413860e-01,5.248952129098642672e-02,-1.285191473216064362e-01,-3.583663307769221484e-01,-4.818833184857748142e-01,-4.762707650506820545e-01,-3.309759947591761620e-01,-3.547462554156820269e-02
5.657340967691226741e-01,5.699901558770334997e-01,4.456919222451633522e-01,3.966476145451820479e-01,2.521129628319433991e-01,1.534868890437247058e-01,-9.426737521536537184e-03,-1.541329380531454019e-01,-3.626274728653254287e-01,-5.723442875317109602e-01,-7.476739006451836866e-01,-1.040462460724641325e+00,-1.040814686041328541e+00,-1.017165397652890046e+00,-8.813813334032027935e-01,-5.988485234902980459e-01,-4.103350449733658700e-01,-1.687643051173217112e-01,-8.469768528916906932e-04,1.650864904166339797e-01,3.413595737907608174e-01,5.162958201875819109e-01,6.099599838506492011e-01,6.369214965992741062e-01,7.257817783302267234e-01,8.006500279057724434e-01,8.344951586546303091e-01,7.112387442568004481e-01,6.206940305118672230e-01,5.857612652397754527e-01,4.342446700780563384e-01,3.437338212510741564e-01,1.923671453168966927e-01,5.137341541687657359e-02,-1.203854548400068863e-01,-3.274089096026854828e-01,-4.271299019927618512e-01,-5.178194747808847476e-01,-3.073163689266081855e-01,-3.458025586449334915e-02
4.519679389824036164e-01,3.908260472803251617e-01,3.582993909227480955e-01,3.080354674376218349e-01,2.209631793059113891e-01,9.792082138637632494e-02,-9.257886098537948527e-03,-1.402976570264455047e-01,-2.742941018308219236e-01,-4.346081871678731945e-01,-6.600420811955147737e-01,-7.498452636674521887e-01,-9.999417807743957720e-01,-8.679791826284034562e-01,-7.597571250784720398e-01,-5.222098953239466823e-01,-2.989513615021090476e-01,-1.290395365999943145e-01,2.234826963397258757e-03,1.176544790478092628e-01,2.639378328090549175e-01,3.755533801931657534e-01,4.294357250849744068e-01,5.319844178587571637e-01,5.116755638639850501e-01,6.043804527147877970e-01,6.470465138818505269e-01,5.648577922317475908e-01,5.768874589821880727e-01,4.507356443870053631e-01,4.166526403747295437e-01,3.398751157874905782e-01,2.410697939339374318e-01,1.233711500064095801e-01,-2.308571923597275630e-02,-1.825187027846796040e-01,-3.292941132966550888e-01,-3.327222354937888205e-01,-1.474135904323435609e-01,7.818428382219411166e-02
2.908119758057069459e-01,2.687655292247992378e-01,2.111690888459892834e-01,2.005134539155748741e-01,1.164165205657696212e-01,6.969826537328752125e-02,-7.080104864550276246e-03,-8.872122340414718977e-02,-1.594185389534605868e-01,-3.103932819027342971e-01,-4.184515517698628728e-01,-5.319836336294930801e-01,-6.606648515676024624e-01,-6.534222444562598486e-01,-4.592333054164379202e-01,-3.079708781255492966e-01,-1.924249854276902094e-01,-7.518053283322123637e-02,9.145965478295022336e-03,9.869641866751717452e-02,1.626334021734524571e-01,2.280438002730864611e-01,2.873569670187479663e-01,3.179974399358062032e-01,3.564310812012979612e-01,4.020771290034484968e-01,3.931187916958499007e-01,4.271985533262768753e-01,4.048002006555695420e-01,3.760973896564270280e-01,3.282349681039307687e-01,2.992008613242506665e-01,2.529639929033308254e-01,1.742815947393499820e-01,1.029629153469210218e-01,-1.823758596726869630e-02,-1.026576932755818294e-01,-9.436162778129400519e-02,2.714616201434329537e-02,2.291207740511947699e-01
